Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Quantity;Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)
;1;SUNRISE;Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty kwiatowe;19.95;1;45;Czarna herbata Yunnan z dodatkiem liści limonki i safloru.;Wschód słońca, który nie tylko możesz zobaczyć, ale i poczuć za sprawą pobudzającej, czarnej, wysokogatunkowej herbaty Yunnan podanej w towarzystwie bogatych w witaminy nasion arbuza, odświeżających iści limonki oraz pełnego barw poranka - safloru.;1;http://localhost/images/product_images/sunrise/img_0.jpg;1
;1;PYCHOTKA;Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty do gastronomii,Herbaty wielkanocne,Herbata wietnamska;15.95;1;18;Czarna herbata OP z dodatkiem jabłka i truskawki oraz kwiatów słonecznika.;Kompozycja na bazie czarnej herbaty z dodatkiem jabłka i truskawki oraz kwiatów słonecznika. W nutach zapachowych dominuje truskawka. To idealna propozycja dla osób lubiących czarną herbatę z owocową słodyczą.  Składniki: herbata czarna OP, jabłko suszone, truskawka liofilizowana, słonecznik kwiat, aromat.  Wartość odżywcza w 100g: wartość energetyczna 203,0kJ / 48,0kcal, tłuszcze 0,0 g, węglowodany 11,0g (w tym cukry 9,1), błonnik 1,6g, białko 0,0 g, sól 0,0g, sód 0,0g.  Kraj pochodzenia: Wietnam;1;http://localhost/images/product_images/pychotka/img_0.jpg;1
;1;WIŚNIE W RUMIE;Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty w puszkach firmowych,Herbaty do gastronomii,Herbata wietnamska;18.45;1;94;Czarna herbata o smaku rumu z dodatkiem wiśni.;Herbata która po otwarciu roztacza wokół cudownie słodki zapach wiśni, skąpanych w finezyjnym aromacie rumu. Łagodny smak czarnej wietnamskiej herbaty, który miesza się z wyrazistym wiśniowym dodatkiem to propozycja na każdy dzień. Idealna podczas długiego dnia w pracy czy na spotkaniu z przyjaciółmi.;1;http://localhost/images/product_images/winiewrumie/img_0.jpg, http://localhost/images/product_images/winiewrumie/img_1.jpg;1
;1;SENCHA CYTRYNOWA;Herbata,Kompozycje,Herbata Zielona z dodatkami,Herbaty do kawiarni;15.95;1;42;Herbata zielona Sencha z dodatkiem kawałków cytryny.;Orzeźwiająca wersja zielonej herbaty Sencha wzbogaconej skórką cytryny oraz trawą cytrynową. Zaparzony napar ofiarowuje łagodny i delikatny smak, a aromat, który unosi się w powietrzu na długo nie pozwala zapomnieć o wypitej filiżance złocistego napoju.;1;http://localhost/images/product_images/senchacytrynowa/img_0.jpg;1
;1;SŁODKA POKUSA;Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty do kawiarni,Herbaty do biura;19.95;1;59;Herbata czarna Assam z dodatkiem jabłka, białej czekolady oraz...;Składniki: Herbata czarna OP, jabłko, migdały, czerwona porzeczka, aromat;1;http://localhost/images/product_images/sodkapokusa/img_0.jpg;1
;1;OWOCOWY SZOT;Herbata,Kompozycje,Herbata Zielona z dodatkami,Herbaty w puszkach firmowych,Herbaty do biura;14.95;1;95;Zielona herbata Gunpowder z dodatkiem jabłka oraz czarnej porzeczki.;Zielona herbata Gunpowder z dodatkiem jabłka oraz czarnej porzeczki. Słodki zapach porzeczkowy zdecydowanie jest tu dominujący. W smaku odnajdziemy delikatną kwaskowość jabłka oraz słodką czarną porzeczkę.  Składniki: herbata zielona Gunpowder, owoce 15% (jabłko suszone, porzeczka czarna suszona), porzeczka liść, bławatek, aromat.  Wartość odżywcza w 100g: wartość energetyczna 221,0kJ / 52,0kcal, tłuszcze 0,0g, węglowodany 11,0g (w tym cukry 9,6g), błonnik 2,4g, białko 0,0 g, sól 0,0g, sód 0,0g.  Kraj pochodzenia: Chiny;1;http://localhost/images/product_images/owocowyszot/img_0.jpg, http://localhost/images/product_images/owocowyszot/img_1.jpg;1
;1;MALINOWA CHMURKA;Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty wielkanocne;22.45;1;21;Herbata czarna wietnamska z dodatkiem malin, jabłek oraz poziomek.;Odkryj prawdziwą esencję ciepłych dni, zamkniętą w każdej filiżance naszej wyjątkowej nowości, herbaty z dodatkami: Malinowa Chmurka. To wyjątkowa kompozycja, która zachwyci Cię intensywnym smakiem soczystych malin i zapachem ciasta, przenosząc w świat słonecznych, letnich dni i beztroskich chwil. To nie tylko napój – to prawdziwa, malinowa podróż, która przeniesie Cię do wspomnień z letnich dni. Każda filiżanka to chwila prawdziwej przyjemności i błogiego relaksu. Dodatki w postaci jabłka i poziomki podkreślają owocowy charakter herbaty.;1;http://localhost/images/product_images/malinowachmurka/img_0.jpg;1
;1;BAJECZNE ŚWIĘTA KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;64;Herbata czarna Bajeczne Święta w kartoniku okazjonalnym (70g).;Pełna smaku kompozycja czarnej herbaty, która przypomni jak niezwykły i bajeczny może być czas świąt. Owocowa moc dzikiej róży, jabłka, wiśni, żurawiny i truskawki przeniesie do magicznej krainy. W tym bajecznym świecie pełnym kwitnących hibiskusów i róż padają płatki słodkiego, cukrowego śniegu.;1;http://localhost/images/product_images/bajecznewitakartonik/img_0.jpg, http://localhost/images/product_images/bajecznewitakartonik/img_1.jpg;1
;1;BLASK ŚWIĄT KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;49;Rooibos z dodatkiem jabłek, hibiskusa, cykorii oraz goździków.;Smak: Delikatny, naturalnie słodki i gładki dzięki rooibosowi, przełamany lekką kwaskowatością hibiskusa i jabłka. Cykoria wnosi nutę głębi, a goździk dodaje charakteru i świątecznego ciepła. Całość jest zbalansowana – rozgrzewająca, ale łagodna, bez goryczy.;1;http://localhost/images/product_images/blaskwitkartonik/img_0.jpg, http://localhost/images/product_images/blaskwitkartonik/img_1.jpg, http://localhost/images/product_images/blaskwitkartonik/img_2.jpg;1
;1;CHWILA PRZY KOMINKU KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;65;Herbata w kartoniku okazjonalnym (70g).;Wspaniałe, korzenne połączenie czarnej wietnamskiej herbaty z zielonymi listkami herbaty Sencha. Oryginalności dodają kawałki cynamonu, skórka pomarańczowa, płatki róży oraz słodkie rodzynki. Złocisty cynamonowo-pomarańczowy napar umili długie jesienne i zimowe wieczory, rozgrzewając oraz wprowadzając nas w wyjątkowy nastrój.;1;http://localhost/images/product_images/chwilaprzykominkukartonik/img_0.jpg, http://localhost/images/product_images/chwilaprzykominkukartonik/img_1.jpg;1
;1;EARL GREY SPICY KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;75;Herbata czarna w kartoniku okazjonalnym (70g).;Pozwól rozgrzać się odważnemu smakowi czarnej herbaty Ceylon z dodatkiem imbiru, czerwonego pieprzu i kardamonu oraz oleju z bergamoty.;1;http://localhost/images/product_images/earlgreyspicykartonik/img_0.jpg, http://localhost/images/product_images/earlgreyspicykartonik/img_1.jpg;1
;1;GRZANIEC KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;73;Herbata owocowa Grzaniec w kartoniku okazjonalnym;Wyjątkowo aromatyczna i bogata w smaku kompozycja cynamonu, goździków, owocu czarnego bzu, tarniny, jagody, aronii, owocu głogu, jarzębiny, jabłka, skórki owocu róży oraz hibiskusa, która sprawia, że czas zatrzymuje się w miejscu. Nie istnieje nic poza cudownie otulającym bukietem smaków. Propozycja idealna na chłodne jesienne i zimowe dni, a także jako dodatek do grzanego wina.;1;http://localhost/images/product_images/grzanieckartonik/img_0.jpg, http://localhost/images/product_images/grzanieckartonik/img_1.jpg;1
;1;LAPONIA KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;35;Herbata zielona Sencha z dodatkiem herbaty białej Pai Mu Tan, jabłka, pieprzu czerwonego.;Wyjątkowe połączenie zielonej herbaty Sencha oraz otrzymywanej z wyselekcjonowanych liści herbaty białej Pai Mu Tan, o delikatnym smaku. Dodatek jabłka podkreśla wyjątkowość naparu, a pieprz czerwony nadaje mu oryginalnego, wyrazistego charakteru.;1;http://localhost/images/product_images/laponiakartonik/img_0.jpg, http://localhost/images/product_images/laponiakartonik/img_1.jpg;1
;1;LAPONIA KARTONIK BIAŁY;Herbaty pakowane,Herbaty świąteczne w kartonikach;21.52;1;32;Herbata zielona 50g;Wyjątkowe połączenie zielonej herbaty Sencha oraz otrzymywanej z wyselekcjonowanych liści herbaty białej Pai Mu Tan, o delikatnym smaku. Dodatek jabłka podkreśla wyjątkowość naparu, a pieprz czerwony nadaje mu oryginalnego, wyrazistego charakteru.;1;http://localhost/images/product_images/laponiakartonikbiay/img_0.jpg, http://localhost/images/product_images/laponiakartonikbiay/img_1.jpg;1
;1;MAGIA ŚWIĄT KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;61;Herbata czarna Magia Świąt w kartoniku okazjonalnym (70g).;Każdy z nas tęskni przez cały rok za magicznym czasem świąt. Na myśl przychodzą bliscy, przyjaciele, radosne spotkania… Aby zatrzymać ten wyjątkowy, nadchodzący czas na dłużej, przygotowaliśmy dla Państwa wyjątkową, czarną herbatę łączącą ze sobą aromatycznego grejpfruta, egzotyczne mango, okraszoną gwiazdkami anyżu, goździkami oraz czerwonym pieprzem.;1;http://localhost/images/product_images/magiawitkartonik/img_0.jpg, http://localhost/images/product_images/magiawitkartonik/img_1.jpg;1
;1;MASALA CHAI KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;14;Herbata czarna Masala chai w kartoniku okazjonalnym (70g).;Ta propozycja zabierze nas do tajemniczego Dalekiego Wschodu, z jego bogactwem smaków i zapachów. W kompozycji tej połączyliśmy czarną herbatę Assam Dekorai z dodatkiem azjatyckich przypraw oraz trawy cytrynowej. Swój orientalny smak zawdzięcza bogatemu aromatycznemu bukietowi który tworzą imbir, goździki, cynamon, kardamon, pieprz, anyż oraz gałka muszkatołowa. Idealna w chłodne wieczory, a także jako dodatek do potraw kuchni Dalekiego Wschodu. Znakomicie smakuje podawana z mlekiem.;1;http://localhost/images/product_images/masalachaikartonik/img_0.jpg, http://localhost/images/product_images/masalachaikartonik/img_1.jpg;1
;1;NOWOROCZNA KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;6;Herbata czarna w kartoniku okazjonalnym 70g;Czarna herbata Ceylon z dodatkiem brzoskwini, igieł świerku, safloru i bławatka białego. W smaku odnajdziemy słodycz brzoskwini przełamaną cytrusową nutą oraz słodkawo-korzenny, delikatnie pikantny aromat cynamonu, który podkreśla zimowy charakter herbaty. Napar urzeka bursztynową barwą i bogatym bukietem świąteczno – zimowych aromatów.;1;http://localhost/images/product_images/noworocznakartonik/img_0.jpg, http://localhost/images/product_images/noworocznakartonik/img_1.jpg;1
;1;OPOWIEŚĆ WIGILIJNA KARTONIK;Herbaty Adwentowe,Herbaty świąteczne w kartonikach;29.9;1;49;Herbata czarna w kartoniku okazjonalnym (70g).;Kompozycja, która w ciągu chwili przeniesie Cię w odległy świat. Taki, w którym czas nie istnieje. Jesteś tylko Ty i filiżanka aromatycznej herbaty. Cudowny smak soczystych malin oraz delikatnego jabłka uzupełnia orzeźwiająca nuta plastrów pomarańczy, a korzenny zapach cynamonu pozwala zapomnieć o codzienności. Całość ukrywa w sobie maleńkie, białe cukrowe płatki śniegu, które rozkosznie topnieją w filiżance gorącego naparu. Magia…czyż nie? Opakowanie jednostkowe: 70 g;1;http://localhost/images/product_images/opowiewigilijnakartonik/img_0.jpg, http://localhost/images/product_images/opowiewigilijnakartonik/img_1.jpg;1
;1;SEN MIKOŁAJA KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;73;Kompozycja owocowa z dodatkiem daktyli, jabłek, malin oraz gruszek.;Smak: Naturalnie słodki i łagodny – dzięki daktylom i jabłku – z wyraźną, soczystą nutą malin i wiśni. Gruszka nadaje mu lekkości, aronia wprowadza delikatną cierpkość, a płatki róży subtelny, kwiatowy akcent. Całość tworzy harmonijny, deserowy profil, który smakuje zarówno dorosłym, jak i dzieciom.;1;http://localhost/images/product_images/senmikoajakartonik/img_0.jpg, http://localhost/images/product_images/senmikoajakartonik/img_1.jpg, http://localhost/images/product_images/senmikoajakartonik/img_2.jpg;1
;1;ŚNIEŻNA HISTORIA KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;66;Herbata czarna w kartoniku okazjonalnym (70g).;Świąteczna nowość Śnieżna Historia to wyjątkowa kompozycja na bazie herbaty czarnej Sencha Black, która idealnie łączy się z aromatycznym jabłkiem, rozgrzewającym cynamonem i delikatnie pikantnym pieprzem czerwonym. To doskonała propozycja na zimowe wieczory, pełna harmonii smaków, która wprowadza w świąteczny nastrój i rozgrzewa w chłodne dni. Idealna do podkreślenia wyjątkowej atmosfery świąt!  Składniki: herbata czarna Sencha Black, jabłko, cynamon, pieprz czerwony.;1;http://localhost/images/product_images/nienahistoriakartonik/img_0.jpg, http://localhost/images/product_images/nienahistoriakartonik/img_1.jpg, http://localhost/images/product_images/nienahistoriakartonik/img_2.jpg;1
;1;ŚWIĄTECZNA PODRÓŻ KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;54;Rooibos z dodatkiem pomarańczy, śliwki, goździka i pieprzu czerwonego.;Niezapomniana podróż smaku, w której Rooibos o miodowej słodyczy łączy się ze świątecznymi nutami skórki pomarańczowej, śliwki, a także goździka i pieprzu czerwonego. W smaku wyczujemy słodkawo-owocowy akcent, który uzupełnia korzenno-pikantny charakter kompozycji idealnej na zimowe dni.;1;http://localhost/images/product_images/witecznapodrkartonik/img_0.jpg, http://localhost/images/product_images/witecznapodrkartonik/img_1.jpg;1
;1;TAJEMNICA ŚWIĄT KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;9;Zielona herbata Gunpowder z dodatkiem daktyli, malin, kakaowca oraz pomarańczy.;Smak: Zaskakująco złożony i przyjemnie owocowo-przyprawowy. Klasyczna, lekko dymna nuta herbaty Gunpowder łączy się z naturalną słodyczą daktyli i malin. Całość dopełniają delikatne akcenty róży, cynamonu i anyżu – subtelnie korzenne, ale nie dominujące. Herbata pełna niuansów, łagodna, ale wyrazista.;1;http://localhost/images/product_images/tajemnicawitkartonik/img_0.jpg, http://localhost/images/product_images/tajemnicawitkartonik/img_1.jpg, http://localhost/images/product_images/tajemnicawitkartonik/img_2.jpg;1
;1;WIGILIJNA KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;49;Herbata czarna Wigilijna w kartoniku okazjonalnym (70g).;Świąteczny klimat zamknięty w smaku herbaty. Korzenny zapach goździków, egzotyczne nuty pomarańczy, kwaskowa żurawina oraz przywodzące na myśl domowe ciasto i ciepło kominka drzewo sandałowe. Idealna na rodzinny, Wigilijny wieczór.;1;http://localhost/images/product_images/wigilijnakartonik/img_0.jpg, http://localhost/images/product_images/wigilijnakartonik/img_1.jpg;1
;1;ZIMOWY CZAR KARTONIK;Herbaty świąteczne w kartonikach;29.9;1;83;Herbata zielona Zimowy czar w kartoniku okazjonalnym (70g).;Autorska propozycja idealna na zimowe, długie wieczory. Wyjątkowe połączenie inkaskich jagód z soczystymi pomarańczami w towarzystwie aromatycznych goździków oraz imbiru, zwieńczone barwnym dodatkiem kwiatów granatu, płatków śniegu oraz trawy cytrynowej.;1;http://localhost/images/product_images/zimowyczarkartonik/img_0.jpg, http://localhost/images/product_images/zimowyczarkartonik/img_1.jpg;1
;1;BAJECZNE ŚWIĘTA TOREBKA BIAŁA;Herbaty świąteczne w torebkach;43.9;1;25;Czarna herbata OP z dodatkiem truskawki, wiśni, płatków śniegu oraz...;Pełna smaku kompozycja czarnej herbaty, która przypomni jak niezwykły i bajeczny może być czas świąt. Owocowa moc dzikiej róży, jabłka, wiśni, żurawiny i truskawki przeniesie do magicznej krainy. W tym bajecznym świecie pełnym kwitnących hibiskusów i róż padają płatki słodkiego, cukrowego śniegu.;1;http://localhost/images/product_images/bajecznewitatorebkabiaa/img_0.jpg, http://localhost/images/product_images/bajecznewitatorebkabiaa/img_1.jpg, http://localhost/images/product_images/bajecznewitatorebkabiaa/img_2.jpg;1
;1;GRZANIEC TOREBKA BIAŁA;Herbaty świąteczne w torebkach;43.9;1;57;Kompozycja zawiera cynamon, goździki, czarny bez, tarnina, czarna jagoda oraz...;Wyjątkowo aromatyczna i bogata w smaku kompozycja cynamonu, goździków, owocu czarnego bzu, tarniny, jagody, aronii, owocu głogu, jarzębiny, jabłka, skórki owocu róży oraz hibiskusa, która sprawia, że czas zatrzymuje się w miejscu. Nie istnieje nic poza cudownie otulającym bukietem smaków. Propozycja idealna na chłodne jesienne i zimowe dni, a także jako dodatek do grzanego wina.;1;http://localhost/images/product_images/grzaniectorebkabiaa/img_0.jpg, http://localhost/images/product_images/grzaniectorebkabiaa/img_1.jpg, http://localhost/images/product_images/grzaniectorebkabiaa/img_2.jpg;1
;1;MAGIA ŚWIĄT TOREBKA CZERWONA;Herbaty świąteczne w torebkach;43.9;1;14;Czarna herbata OP z grejpfruta, mango, anyżu, goździka i pieprzu czerwonego.;Każdy z nas tęskni przez cały rok za magicznym czasem świąt. Na myśl przychodzą bliscy, przyjaciele, radosne spotkania… Aby zatrzymać ten wyjątkowy, nadchodzący czas na dłużej, przygotowaliśmy dla Państwa wyjątkową, czarną herbatę łączącą ze sobą aromatycznego grejpfruta, egzotyczne mango, okraszoną gwiazdkami anyżu, goździkami oraz czerwonym pieprzem  Składniki: herbata czarna OP, grejpfrut, mango, anyż, goździk, pieprz czerwony, aromat  Wartość odżywcza w 100g: wartość energetyczna 326,0 kJ / 77,0 kcal, tłuszcze 0,0 g, węglowodany 16,0g (w tym cukry 12,0g), błonnik 2,6g, białko 0,8g, sól 0,0g, sód 0,0g.  Kraj pochodzenia: Wietnam;1;http://localhost/images/product_images/magiawittorebkaczerwona/img_0.jpg, http://localhost/images/product_images/magiawittorebkaczerwona/img_1.jpg, http://localhost/images/product_images/magiawittorebkaczerwona/img_2.jpg;1
;1;NOWOROCZNA TOREBKA ZŁOTA;Herbaty świąteczne w torebkach;43.9;1;77;Czarna herbata Ceylon z dodatkiem brzoskwini, igieł świerku, safloru i bławatka białego;Czarna herbata Ceylon z dodatkiem brzoskwini, igieł świerku, safloru i bławatka białego. W smaku odnajdziemy słodycz brzoskwini przełamaną cytrusową nutą oraz słodkawo-korzenny, delikatnie pikantny aromat cynamonu, który podkreśla zimowy charakter herbaty. Napar urzeka bursztynową barwą i bogatym bukietem świąteczno – zimowych aromatów.;1;http://localhost/images/product_images/noworocznatorebkazota/img_0.jpg, http://localhost/images/product_images/noworocznatorebkazota/img_1.jpg, http://localhost/images/product_images/noworocznatorebkazota/img_2.jpg;1
;1;OPOWIEŚĆ WIGILIJNA TOREBKA ZIELONA;Herbaty świąteczne w torebkach;43.9;1;37;Herbata czarna z dodatkiem maliny, cynamonu, pomarańczy oraz...;Kompozycja, która w ciągu chwili przeniesie Cię w odległy świat. Taki, w którym czas nie istnieje. Jesteś tylko Ty i filiżanka aromatycznej herbaty. Cudowny smak soczystych malin oraz delikatnego jabłka uzupełnia orzeźwiająca nuta plastrów pomarańczy, a korzenny zapach cynamonu pozwala zapomnieć o codzienności. Całość ukrywa w sobie maleńkie, białe cukrowe płatki śniegu, które rozkosznie topnieją w filiżance gorącego naparu. Magia…czyż nie?;1;http://localhost/images/product_images/opowiewigilijnatorebkazielona/img_0.jpg, http://localhost/images/product_images/opowiewigilijnatorebkazielona/img_1.jpg, http://localhost/images/product_images/opowiewigilijnatorebkazielona/img_2.jpg;1
;1;TAJEMNICA ŚWIĄT TOREBKA ZIELONA;Herbaty świąteczne w torebkach;43.9;1;95;Zielona herbata Gunpowder z dodatkiem daktyli, malin, kakaowca oraz pomarańczy.;Smak: Zaskakująco złożony i przyjemnie owocowo-przyprawowy. Klasyczna, lekko dymna nuta herbaty Gunpowder łączy się z naturalną słodyczą daktyli i malin. Całość dopełniają delikatne akcenty róży, cynamonu i anyżu – subtelnie korzenne, ale nie dominujące. Herbata pełna niuansów, łagodna, ale wyrazista.;1;http://localhost/images/product_images/tajemnicawittorebkazielona/img_0.jpg, http://localhost/images/product_images/tajemnicawittorebkazielona/img_1.jpg, http://localhost/images/product_images/tajemnicawittorebkazielona/img_2.jpg;1
;1;ZIMOWY CZAR TOREBKA GRAFIT;Herbaty świąteczne w torebkach;43.9;1;23;Zielona herbata Gunpowder z dodatkiem cukrowych płatków, pomarańczy oraz...;Autorska propozycja idealna na zimowe, długie wieczory. Wyjątkowe połączenie inkaskich jagód z soczystymi pomarańczami w towarzystwie aromatycznych goździków oraz imbiru, zwieńczone barwnym dodatkiem kwiatów granatu, płatków śniegu oraz trawy cytrynowej.;1;http://localhost/images/product_images/zimowyczartorebkagrafit/img_0.jpg, http://localhost/images/product_images/zimowyczartorebkagrafit/img_1.jpg, http://localhost/images/product_images/zimowyczartorebkagrafit/img_2.jpg;1
;1;DLA MĘŻCZYZNY CHWILA PRZY KOMINKU;Herbaty w kartonikach okazjonalnych,Prezenty dla taty,Prezenty dla mężczyzny,Herbaty pakowane,Prezenty dla Babci i Dziadka;27.9;1;56;Herbata czarna OP oraz Sencha 70g;Wspaniałe, korzenne połączenie czarnej wietnamskiej herbaty z zielonymi listkami herbaty Sencha. Oryginalności dodają kawałki cynamonu, skórka pomarańczowa, płatki róży oraz słodkie rodzynki. Złocisty cynamonowo-pomarańczowy napar umili długie jesienne i zimowe wieczory, rozgrzewając oraz wprowadzając nas w wyjątkowy nastrój.;1;http://localhost/images/product_images/dlamczyznychwilaprzykominku/img_0.jpg, http://localhost/images/product_images/dlamczyznychwilaprzykominku/img_1.jpg;1
;1;DLA MĘŻCZYZNY ENGLISH BREAKFAST;Herbaty w kartonikach okazjonalnych,Prezenty dla taty,Prezenty dla mężczyzny;32.9;1;1;Czarna herbata 70g;Popularna kompozycja dwóch czarnych herbat gatunków Assam i Cejlon. Dedykowana jest do spożycia w godzinach porannych. Charakteryzuje się mocnym i wyrazistym smakiem i brązowo-bursztynową barwą. Herbata English Breakfast według wielu źródeł została wymyślona przez XIX–wiecznego brytyjskiego kupca z przeznaczeniem do spożycia przy śniadaniu. Duża moc naparu miała wpłynąć pobudzającą na pijącą ją osobę. Obecnie praktycznie każdy szanujący się producent herbaty posiada w ofercie autorską wersję kompozycji i nazywa ją oczywiście… English Breakfast, chociaż częstokroć znacznie różnią się między sobą zawartością. W naszym przypadku jest to kompozycja gatunkowych czarnych herbat pochodzących z Indii i Cejlonu.;1;http://localhost/images/product_images/dlamczyznyenglishbreakfast/img_0.jpg, http://localhost/images/product_images/dlamczyznyenglishbreakfast/img_1.jpg, http://localhost/images/product_images/dlamczyznyenglishbreakfast/img_2.jpg;1
;1;DLA MĘŻCZYZNY WIŚNIE Z RUMEM;Herbaty w kartonikach okazjonalnych,Prezenty dla taty,Prezenty dla mężczyzny,Herbaty pakowane,Prezenty dla zakochanych,Prezenty dla Babci i Dziadka;25.9;1;31;Czarna kompozycja Wiśnie w rumie 70g;Herbata która po otwarciu roztacza wokół cudownie słodki zapach wiśni, skąpanych w finezyjnym aromacie rumu. Łagodny smak czarnej wietnamskiej herbaty, który miesza się z wyrazistym wiśniowym dodatkiem to propozycja na każdy dzień. Idealna podczas długiego dnia w pracy czy na spotkaniu z przyjaciółmi.;1;http://localhost/images/product_images/dlamczyznywiniezrumem/img_0.jpg;1
;1;DLA NAUCZYCIELA EARL GREY NIEBIESKI KWIAT;Herbaty w kartonikach okazjonalnych,Herbaty pakowane,Prezenty dla nauczyciela;18.13;1;37;Herbata Earl grey niebieski kwiat 70g;Tradycyjna herbata Earl Grey dopełniona aromatycznymi, błękitnymi płatkami bławatka. Wspaniale komponuje się również z mlekiem i odrobiną cukru trzcinowego, tworząc doskonałe uzupełnienie codziennych posiłków czy spotkań przy odrobinie czegoś słodkiego. Herbata Earl Grey swój niepowtarzalny smak i aromat zawdzięcza olejkowi z bergamotki. Nazwę bergamotka wprowadzili Turcy określając tym mianem uprawiany w strefie śródziemnomorskiej owoc Książęcej Gruszki zbliżony kształtem do owoców cytrusowych, posiadający grubą, mięsistą skórkę. Właśnie z tej skóry tłoczony jest aromatyczny olejek dodawany między innymi do herbat typu Earl Grey.;1;http://localhost/images/product_images/dlanauczycielaearlgreyniebieskikwiat/img_0.jpg, http://localhost/images/product_images/dlanauczycielaearlgreyniebieskikwiat/img_1.jpg;1
;1;DLA NAUCZYCIELA EARL GREY ROYAL;Herbaty w kartonikach okazjonalnych,Herbaty pakowane,Cyber Monday,Prezenty dla nauczyciela;32.83;1;74;Earl Grey Royal kartonik dla nauczyciela 70g;Skosztuj Earl Grey w iście królewskim wydaniu. Niech szlachetny smak herbaty Yun Ming wspólnie z aromatem oleju z bergamoty zawładnie Twoim podniebieniem.;1;http://localhost/images/product_images/dlanauczycielaearlgreyroyal/img_0.jpg, http://localhost/images/product_images/dlanauczycielaearlgreyroyal/img_1.jpg, http://localhost/images/product_images/dlanauczycielaearlgreyroyal/img_2.jpg;1
;1;DLA NAUCZYCIELA MADAM BUTTERFLY;Herbaty w kartonikach okazjonalnych,Herbaty pakowane,Cyber Monday,Prezenty dla nauczyciela;19.53;1;51;Zielona kompozycja 70g;Kompozycja łagodnej zielonej herbaty Sencha połączonej z wyrazistymi kandyzowanymi wiśniami, soczystym ananasem oraz wonnym jaśminem. Jaśmin podkreśla smak owoców, przez co doświadczamy wielu wrażeń podczas degustowania herbaty.;1;http://localhost/images/product_images/dlanauczycielamadambutterfly/img_0.jpg, http://localhost/images/product_images/dlanauczycielamadambutterfly/img_1.jpg;1
;1;DLA NAUCZYCIELA NOCE I DNIE;Herbaty w kartonikach okazjonalnych,Herbaty pakowane,Cyber Monday,Prezenty dla nauczyciela;24.43;1;30;Kompozycja Oolong 70g;Wyjątkowa kompozycja turkusowej herbaty Oolong z tropikalnym melonem, pełną witamin żurawiną i delikatną truskawką ozdobiona aromatycznym kwiatem pomarańczy.;1;http://localhost/images/product_images/dlanauczycielanoceidnie/img_0.jpg, http://localhost/images/product_images/dlanauczycielanoceidnie/img_1.jpg;1
;1;DLA NAUCZYCIELA WINOGRONOWE MUSCATO;Herbaty w kartonikach okazjonalnych,Herbaty pakowane,Cyber Monday,Prezenty dla nauczyciela;34.93;1;10;Herbata Winogronowe muscato 70g;Wysublimowana kompozycja na bazie herbaty białej Premium Silver Needle, która już od pierwszego spotkania z jej aromatem uwodzi wyjątkowo subtelnym zapachem winogron typu Muscat. Po zaparzeniu aromat napar głębi, a słodki, wykwintny smak herbaty staje się wyjątkowym towarzyszem spotkań i rozmów. W składzie znajdują się także kawałki soczystych winogron, które doskonale uzupełniają tę kompozycję.;1;http://localhost/images/product_images/dlanauczycielawinogronowemuscato/img_0.jpg, http://localhost/images/product_images/dlanauczycielawinogronowemuscato/img_1.jpg, http://localhost/images/product_images/dlanauczycielawinogronowemuscato/img_2.jpg;1
;1;DO MIŁOŚCI... ELIKSIR;Herbaty w kartonikach okazjonalnych,Prezenty dla kobiety,Herbaty pakowane,Prezenty dla zakochanych;29.9;1;40;Zielona kompozycja 70g;Zielona herbata Sencha z aromatycznym mango i słodkim ananasem, pełnym energii kwiatem granatu oraz orientalnym kwiatem lotosu. Każdy łyk naparu powoduje uśmiech na twarzy.;1;http://localhost/images/product_images/domioci...eliksir/img_0.jpg, http://localhost/images/product_images/domioci...eliksir/img_1.jpg;1
